secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1598.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,97,0,0,0,0,1056,1598.4,0.00000000,0.00000000,0,0,21,0,48,0,0,0,0,0,0,0,0
10,122,0,0,0,0,1107,1598.4,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
11,119,0,0,0,0,1047,1598.4,0.00000000,0.00000000,0,0,21,0,50,0,0,0,0,0,0,0,0
12,114,0,0,0,0,951,1598.6,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
13,114,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
14,114,0,0,0,0,0,1598.6,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
