secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1640.6,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1640.6,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1640.6,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1640.6,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1640.6,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
6,112,0,0,0,0,424,1640.6,0.00000000,0.00000000,0,0,20,0,82,0,0,0,0,0,0,0,0
7,135,0,0,0,0,751,1640.6,0.00000000,0.00000000,0,0,20,0,51,0,0,0,0,0,0,0,0
8,51,0,0,0,0,243,1640.6,0.00000000,0.00000000,0,0,20,0,49,0,0,0,0,0,0,0,0
9,153,0,0,0,0,681,1640.4,0.00000000,0.00000000,0,0,20,0,50,0,0,0,0,0,0,0,0
10,78,0,0,0,0,295,1640.4,0.00000000,0.00000000,0,0,20,0,50,0,0,0,0,0,0,0,0
11,142,0,0,0,0,377,1640.4,0.00000000,0.00000000,0,0,20,0,44,0,0,0,0,0,0,0,0
12,121,0,0,0,0,257,1640.4,0.00000000,0.00000000,0,0,20,0,51,0,0,0,0,0,0,0,0
