secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1655.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1655.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1655.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1655.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,5,0,0,0,0,10,1655.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,113,0,0,0,0,1308,1655.2,0.00000000,0.00000000,0,0,21,0,52,0,0,0,0,0,0,0,0
7,117,0,0,0,0,1258,1655.2,0.00000000,0.00000000,0,0,21,0,50,0,0,0,0,0,0,0,0
8,116,0,0,0,0,1274,1655,0.00000000,0.00000000,0,0,21,0,50,0,0,0,0,0,0,0,0
9,111,0,0,0,0,1112,1655,0.00000000,0.00000000,0,0,21,0,58,0,0,0,0,0,0,0,0
10,111,0,0,0,0,0,1655,0.00000000,0.00000000,0,0,21,0,58,0,0,0,0,0,0,0,0
11,111,0,0,0,0,0,1655,0.00000000,0.00000000,0,0,21,0,58,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1655,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
