secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1639,-105.26994170,40.01049781,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1639,-105.26994187,40.01049798,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1638.8,-105.26994136,40.01049840,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,4e-05,0,0,0,1638.8,-105.26994036,40.01049831,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,6e-05,0,0,0,1638.8,-105.26994044,40.01049815,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,9e-05,0,0,0,1638.8,-105.26993960,40.01049806,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0.00011,0,0,0,1638.8,-105.26993877,40.01049815,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0.00011,0,0,0,1638.8,-105.26993776,40.01049857,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0.00011,0,0,0,1638.8,-105.26993784,40.01049857,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,0,0,0.00016,0,0,0,1639,-105.26993793,40.01049806,0,0,21,0,48,0,0,0,0,0,0,0,0
11,86,0,0.00016,0,0,660,1639,-105.26993810,40.01049848,0,0,21,0,48,0,0,0,0,0,0,0,0
12,84,0,0.00016,0,0,601,1639,-105.26993801,40.01050033,0,0,21,0,47,0,0,0,0,0,0,0,0
13,88,0,0.00027,0,0,689,1639,-105.26993675,40.01049966,0,0,21,0,49,0,0,0,0,0,0,0,0
14,88,0,0.00027,0,0,650,1639,-105.26993650,40.01050133,0,0,21,0,50,0,0,0,0,0,0,0,0
15,88,0,0.00032,0,0,650,1639,-105.26993608,40.01050091,0,0,21,0,48,0,0,0,0,0,0,0,0
16,88,0,0.00033,0,0,526,1639,-105.26993633,40.01050075,0,0,21,0,51,0,0,0,0,0,0,0,0
17,82,0,0.00035,0,0,526,1639,-105.26993726,40.01050033,0,0,21,0,51,0,0,0,0,0,0,0,0
18,82,0,0.00035,0,0,0,1639,-105.26993776,40.01050016,0,0,21,0,51,0,0,0,0,0,0,0,0
19,82,0,0.00036,0,0,0,1639,-105.26993793,40.01049999,0,0,21,0,44,0,0,0,0,0,0,0,0
20,0,0,0.00036,0,0,0,1639,-105.26993877,40.01049982,0,0,21,0,-255,0,0,0,0,0,0,0,0
21,0,0,0.00046,0,0,0,1638.8,-105.26993910,40.01049882,0,0,21,0,-255,0,0,0,0,0,0,0,0
22,0,0,0.00048,0,0,0,1638.8,-105.26993877,40.01049865,0,0,21,0,-255,0,0,0,0,0,0,0,0
23,0,0,0.00048,0,0,0,1638.8,-105.26993893,40.01049882,0,0,21,0,-255,0,0,0,0,0,0,0,0
24,0,0,0.00048,0,0,0,1639,-105.26993902,40.01049882,0,0,21,0,-255,0,0,0,0,0,0,0,0
25,0,0,0.00051,0,0,0,1639,-105.26993910,40.01049848,0,0,21,0,-255,0,0,0,0,0,0,0,0
26,0,0,0.00051,0,0,0,1639,-105.26993902,40.01049882,0,0,21,0,-255,0,0,0,0,0,0,0,0
