secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1653.2,0.00000000,0.00000000,0,0,19,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1653.2,0.00000000,0.00000000,0,0,19,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1653.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
21,101,0,0,0,0,0,1653,0.00000000,0.00000000,0,0,20,0,88,0,0,0,0,0,0,0,0
22,112,0,0,0,0,403,1653,0.00000000,0.00000000,0,0,20,0,88,0,0,0,0,0,0,0,0
23,112,0,0,0,0,295,1653,0.00000000,0.00000000,0,0,20,0,88,0,0,0,0,0,0,0,0
24,63,0,0,0,0,295,1653,0.00000000,0.00000000,0,0,20,0,50,0,0,0,0,0,0,0,0
25,42,0,0,0,0,140,1653,0.00000000,0.00000000,0,0,20,0,81,0,0,0,0,0,0,0,0
26,114,0,0,0,0,314,1653,0.00000000,0.00000000,0,0,20,0,53,0,0,0,0,0,0,0,0
27,95,0,0,0,0,169,1652.8,0.00000000,0.00000000,0,0,20,0,53,0,0,0,0,0,0,0,0
28,74,0,0,0,0,151,1652.8,0.00000000,0.00000000,0,0,20,0,53,0,0,0,0,0,0,0,0
