secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1530.2,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1530,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1530.2,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1530.2,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1530.2,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
6,16,0,0,0,0,60,1530.2,0.00000000,0.00000000,0,0,25,0,50,0,0,0,0,0,0,0,0
7,16,0,0,0,0,439,1530.2,0.00000000,0.00000000,0,0,25,0,50,0,0,0,0,0,0,0,0
8,114,0,0,0,0,439,1530.2,0.00000000,0.00000000,0,0,25,0,47,0,0,0,0,0,0,0,0
9,114,0,0,0,0,402,1530.2,0.00000000,0.00000000,0,0,25,0,47,0,0,0,0,0,0,0,0
10,115,0,0,0,0,402,1530.2,0.00000000,0.00000000,0,0,25,0,58,0,0,0,0,0,0,0,0
11,115,0,0,0,0,359,1530.2,0.00000000,0.00000000,0,0,25,0,58,0,0,0,0,0,0,0,0
12,112,0,0,0,0,359,1530.4,0.00000000,0.00000000,0,0,25,0,55,0,0,0,0,0,0,0,0
13,48,0,0,0,0,17,1530.4,0.00000000,0.00000000,0,0,25,0,55,0,0,0,0,0,0,0,0
