secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1638,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1638.4,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1638,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1638.4,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1638.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1638.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1638.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1638.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1638.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
10,99,0,0,0,0,848,1638.2,0.00000000,0.00000000,0,0,22,0,50,0,0,0,0,0,0,0,0
11,104,0,0,0,0,819,1638.2,0.00000000,0.00000000,0,0,22,0,52,0,0,0,0,0,0,0,0
12,97,0,0,0,0,657,1638.2,0.00000000,0.00000000,0,0,22,0,53,0,0,0,0,0,0,0,0
13,80,0,0,0,0,448,1638.2,0.00000000,0.00000000,0,0,22,0,54,0,0,0,0,0,0,0,0
14,80,0,0,0,0,0,1638.2,0.00000000,0.00000000,0,0,22,0,54,0,0,0,0,0,0,0,0
