secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1528,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1528,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1528,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1528,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1528,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1528.2,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1528.4,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,1528.2,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1528.2,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,1528.2,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,1528.2,0.00000000,0.00000000,0,0,27,0,-255,0,0,0,0,0,0,0,0
20,83,0,0,0,0,440,1528.2,0.00000000,0.00000000,0,0,27,0,50,0,0,0,0,0,0,0,0
21,96,0,0,0,0,672,1528.2,0.00000000,0.00000000,0,0,27,0,49,0,0,0,0,0,0,0,0
22,100,0,0,0,0,652,1528.2,0.00000000,0.00000000,0,0,27,0,45,0,0,0,0,0,0,0,0
23,100,0,0,0,0,657,1528.2,0.00000000,0.00000000,0,0,27,0,50,0,0,0,0,0,0,0,0
24,100,0,0,0,0,488,1528.2,0.00000000,0.00000000,0,0,27,0,50,0,0,0,0,0,0,0,0
25,97,0,0,0,0,488,1528.4,0.00000000,0.00000000,0,0,27,0,65,0,0,0,0,0,0,0,0
