secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1632.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1632.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
15,92,0,0,0,0,919,1632.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
16,92,0,0,0,0,863,1632.6,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
17,92,0,0,0,0,863,1632.6,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
18,89,0,0,0,0,863,1632.6,0.00000000,0.00000000,0,0,21,0,56,0,0,0,0,0,0,0,0
19,89,0,0,0,0,0,1632.6,0.00000000,0.00000000,0,0,21,0,56,0,0,0,0,0,0,0,0
20,89,0,0,0,0,0,1632.6,0.00000000,0.00000000,0,0,21,0,56,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,1632.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,1632.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
