secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1643.6,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1644,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
16,89,0,0,0,0,490,1643.4,0.00000000,0.00000000,0,0,23,0,85,0,0,0,0,0,0,0,0
17,111,0,0,0,0,814,1643.4,0.00000000,0.00000000,0,0,23,0,57,0,0,0,0,0,0,0,0
18,111,0,0,0,0,194,1643.4,0.00000000,0.00000000,0,0,23,0,57,0,0,0,0,0,0,0,0
19,31,0,0,0,0,194,1643.4,0.00000000,0.00000000,0,0,23,0,86,0,0,0,0,0,0,0,0
20,41,0,0,0,0,240,1643.2,0.00000000,0.00000000,0,0,23,0,86,0,0,0,0,0,0,0,0
21,56,0,0,0,0,267,1643.2,0.00000000,0.00000000,0,0,23,0,81,0,0,0,0,0,0,0,0
