secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1645,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1644.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1643.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1643.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
13,6,0,0,0,0,23,1643.2,0.00000000,0.00000000,0,0,21,0,79,0,0,0,0,0,0,0,0
14,41,0,0,0,0,385,1643.2,0.00000000,0.00000000,0,0,21,0,54,0,0,0,0,0,0,0,0
15,56,0,0,0,0,564,1643.2,0.00000000,0.00000000,0,0,21,0,52,0,0,0,0,0,0,0,0
16,68,0,0,0,0,690,1643.2,0.00000000,0.00000000,0,0,21,0,56,0,0,0,0,0,0,0,0
17,80,0,0,0,0,768,1643,0.00000000,0.00000000,0,0,21,0,54,0,0,0,0,0,0,0,0
18,86,0,0,0,0,725,1642.8,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
19,76,0,0,0,0,612,1642.8,0.00000000,0.00000000,0,0,21,0,53,0,0,0,0,0,0,0,0
