secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1647.6,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1647.8,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1648,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1648.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1648,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1648,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1648,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
14,86,0,0,0,0,0,1648,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
15,90,0,0,0,0,0,1648,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
16,81,0,0,0,0,0,1647.8,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
17,86,0,0,0,0,490,1647.8,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
18,88,0,0,0,0,621,1647.8,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
