secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1604,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1604,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1604,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1604,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1604,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,108,0,0,0,0,648,1603.8,0.00000000,0.00000000,0,0,21,0,47,0,0,0,0,0,0,0,0
11,117,0,0,0,0,1115,1604,0.00000000,0.00000000,0,0,21,0,45,0,0,0,0,0,0,0,0
12,119,0,0,0,0,1122,1603.8,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
13,116,0,0,0,0,1046,1604,0.00000000,0.00000000,0,0,21,0,52,0,0,0,0,0,0,0,0
14,116,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,52,0,0,0,0,0,0,0,0
15,58,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,-101.5,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,1603.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
