secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1633.4,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
8,81,0,0,0,0,627,1633.2,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
9,92,0,0,0,0,839,1633.2,0.00000000,0.00000000,0,0,22,0,50,0,0,0,0,0,0,0,0
10,94,0,0,0,0,857,1633.2,0.00000000,0.00000000,0,0,22,0,49,0,0,0,0,0,0,0,0
11,79,0,0,0,0,607,1633.2,0.00000000,0.00000000,0,0,22,0,49,0,0,0,0,0,0,0,0
12,79,0,0,0,0,0,1633.2,0.00000000,0.00000000,0,0,22,0,47,0,0,0,0,0,0,0,0
