secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1643.4,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1643.6,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1643.8,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1643.8,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1643.8,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1643.8,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1643.8,0.00000000,0.00000000,0,0,23,0,-255,0,0,0,0,0,0,0,0
8,70,0,0,0,0,527,1643.8,0.00000000,0.00000000,0,0,23,0,53,0,0,0,0,0,0,0,0
9,70,0,0,0,0,755,1643.8,0.00000000,0.00000000,0,0,23,0,53,0,0,0,0,0,0,0,0
10,103,0,0,0,0,755,1643.8,0.00000000,0.00000000,0,0,23,0,53,0,0,0,0,0,0,0,0
11,103,0,0,0,0,401,1643.8,0.00000000,0.00000000,0,0,23,0,52,0,0,0,0,0,0,0,0
12,61,0,0,0,0,401,1643.6,0.00000000,0.00000000,0,0,23,0,52,0,0,0,0,0,0,0,0
13,120,0,0,0,0,788,1643.6,0.00000000,0.00000000,0,0,23,0,52,0,0,0,0,0,0,0,0
14,119,0,0,0,0,788,1643.6,0.00000000,0.00000000,0,0,23,0,52,0,0,0,0,0,0,0,0
15,120,0,0,0,0,698,1643.6,0.00000000,0.00000000,0,0,23,0,51,0,0,0,0,0,0,0,0
