secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1540.8,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
12,107,0,0,0,0,578,1540.8,0.00000000,0.00000000,0,0,21,0,46,0,0,0,0,0,0,0,0
13,125,0,0,0,0,1087,1540.8,0.00000000,0.00000000,0,0,21,0,53,0,0,0,0,0,0,0,0
14,128,0,0,0,0,1080,1541,0.00000000,0.00000000,0,0,21,0,55,0,0,0,0,0,0,0,0
15,126,0,0,0,0,908,1541,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
16,126,0,0,0,0,0,1541,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
17,126,0,0,0,0,0,1541,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,1541,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
