secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1660,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1657.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1659.2,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
14,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,1659.6,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,-255,0,0,0,0,0,0,0,0
18,81,0,0,0,0,574,1659.4,0.00000000,0.00000000,0,0,21,0,52,0,0,0,0,0,0,0,0
19,95,0,0,0,0,621,1659.4,0.00000000,0.00000000,0,0,21,0,52,0,0,0,0,0,0,0,0
20,97,0,0,0,0,624,1659.4,0.00000000,0.00000000,0,0,21,0,49,0,0,0,0,0,0,0,0
21,98,0,0,0,0,628,1659.4,0.00000000,0.00000000,0,0,21,0,50,0,0,0,0,0,0,0,0
22,95,0,0,0,0,544,1659.4,0.00000000,0.00000000,0,0,21,0,51,0,0,0,0,0,0,0,0
23,80,0,0,0,0,284,1659.4,0.00000000,0.00000000,0,0,21,0,49,0,0,0,0,0,0,0,0
24,80,0,0,0,0,0,1659.4,0.00000000,0.00000000,0,0,21,0,49,0,0,0,0,0,0,0,0
