secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1,0,0,0,0,0,0,1628.4,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,1628.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,1628.4,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,1628.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,1628.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,1628.2,0.00000000,0.00000000,0,0,20,0,-255,0,0,0,0,0,0,0,0
7,106,0,0,0,0,748,1628.2,0.00000000,0.00000000,0,0,20,0,48,0,0,0,0,0,0,0,0
8,106,0,0,0,0,707,1628.4,0.00000000,0.00000000,0,0,20,0,49,0,0,0,0,0,0,0,0
9,112,0,0,0,0,707,1628.4,0.00000000,0.00000000,0,0,20,0,54,0,0,0,0,0,0,0,0
10,110,0,0,0,0,696,1628.4,0.00000000,0.00000000,0,0,20,0,46,0,0,0,0,0,0,0,0
11,104,0,0,0,0,540,1628.4,0.00000000,0.00000000,0,0,20,0,57,0,0,0,0,0,0,0,0
12,104,0,0,0,0,540,1628.6,0.00000000,0.00000000,0,0,20,0,57,0,0,0,0,0,0,0,0
